Entity,Source,compound_id,data_source,compound_id_short
Compound::bindingdb:50101813,[Bibliograpic sources] Collection of datasources from paper: https://www.biorxiv.org/content/10.1101/2020.03.11.986836v1.full.pdf,bindingdb:50101813,bindingdb,50101813
Compound::bindingdb:50101971,[Bibliograpic sources] Collection of datasources from paper: https://www.biorxiv.org/content/10.1101/2020.03.11.986836v1.full.pdf,bindingdb:50101971,bindingdb,50101971
Compound::bindingdb:50101975,[Bibliograpic sources] Collection of datasources from paper: https://www.biorxiv.org/content/10.1101/2020.03.11.986836v1.full.pdf,bindingdb:50101975,bindingdb,50101975
Compound::bindingdb:50103504,[Bibliograpic sources] Collection of datasources from paper: https://www.biorxiv.org/content/10.1101/2020.03.11.986836v1.full.pdf,bindingdb:50103504,bindingdb,50103504
Compound::bindingdb:50103599,[Bibliograpic sources] Collection of datasources from paper: https://www.biorxiv.org/content/10.1101/2020.03.11.986836v1.full.pdf,bindingdb:50103599,bindingdb,50103599
Compound::bindingdb:50103606,[Bibliograpic sources] Collection of datasources from paper: https://www.biorxiv.org/content/10.1101/2020.03.11.986836v1.full.pdf,bindingdb:50103606,bindingdb,50103606
Compound::bindingdb:50103616,[Bibliograpic sources] Collection of datasources from paper: https://www.biorxiv.org/content/10.1101/2020.03.11.986836v1.full.pdf,bindingdb:50103616,bindingdb,50103616
Compound::bindingdb:50103622,[Bibliograpic sources] Collection of datasources from paper: https://www.biorxiv.org/content/10.1101/2020.03.11.986836v1.full.pdf,bindingdb:50103622,bindingdb,50103622
Compound::bindingdb:50103627,[Bibliograpic sources] Collection of datasources from paper: https://www.biorxiv.org/content/10.1101/2020.03.11.986836v1.full.pdf,bindingdb:50103627,bindingdb,50103627
Compound::bindingdb:50103631,[Bibliograpic sources] Collection of datasources from paper: https://www.biorxiv.org/content/10.1101/2020.03.11.986836v1.full.pdf,bindingdb:50103631,bindingdb,50103631
Compound::bindingdb:50103636,[Bibliograpic sources] Collection of datasources from paper: https://www.biorxiv.org/content/10.1101/2020.03.11.986836v1.full.pdf,bindingdb:50103636,bindingdb,50103636
Compound::bindingdb:50108105,[Bibliograpic sources] Collection of datasources from paper: https://www.biorxiv.org/content/10.1101/2020.03.11.986836v1.full.pdf,bindingdb:50108105,bindingdb,50108105
Compound::bindingdb:50120838,[Bibliograpic sources] Collection of datasources from paper: https://www.biorxiv.org/content/10.1101/2020.03.11.986836v1.full.pdf,bindingdb:50120838,bindingdb,50120838
Compound::bindingdb:50120840,[Bibliograpic sources] Collection of datasources from paper: https://www.biorxiv.org/content/10.1101/2020.03.11.986836v1.full.pdf,bindingdb:50120840,bindingdb,50120840
Compound::bindingdb:50120851,[Bibliograpic sources] Collection of datasources from paper: https://www.biorxiv.org/content/10.1101/2020.03.11.986836v1.full.pdf,bindingdb:50120851,bindingdb,50120851
Compound::bindingdb:50120852,[Bibliograpic sources] Collection of datasources from paper: https://www.biorxiv.org/content/10.1101/2020.03.11.986836v1.full.pdf,bindingdb:50120852,bindingdb,50120852
Compound::bindingdb:50121192,[Bibliograpic sources] Collection of datasources from paper: https://www.biorxiv.org/content/10.1101/2020.03.11.986836v1.full.pdf,bindingdb:50121192,bindingdb,50121192
Compound::bindingdb:50121400,[Bibliograpic sources] Collection of datasources from paper: https://www.biorxiv.org/content/10.1101/2020.03.11.986836v1.full.pdf,bindingdb:50121400,bindingdb,50121400
Compound::bindingdb:50129558,[Bibliograpic sources] Collection of datasources from paper: https://www.biorxiv.org/content/10.1101/2020.03.11.986836v1.full.pdf,bindingdb:50129558,bindingdb,50129558
Compound::bindingdb:50137816,[Bibliograpic sources] Collection of datasources from paper: https://www.biorxiv.org/content/10.1101/2020.03.11.986836v1.full.pdf,bindingdb:50137816,bindingdb,50137816
Compound::bindingdb:50139171,[Bibliograpic sources] Collection of datasources from paper: https://www.biorxiv.org/content/10.1101/2020.03.11.986836v1.full.pdf,bindingdb:50139171,bindingdb,50139171
Compound::bindingdb:50142632,[Bibliograpic sources] Collection of datasources from paper: https://www.biorxiv.org/content/10.1101/2020.03.11.986836v1.full.pdf,bindingdb:50142632,bindingdb,50142632
Compound::bindingdb:50146168,[Bibliograpic sources] Collection of datasources from paper: https://www.biorxiv.org/content/10.1101/2020.03.11.986836v1.full.pdf,bindingdb:50146168,bindingdb,50146168
Compound::bindingdb:50148598,[Bibliograpic sources] Collection of datasources from paper: https://www.biorxiv.org/content/10.1101/2020.03.11.986836v1.full.pdf,bindingdb:50148598,bindingdb,50148598
Compound::bindingdb:50154292,[Bibliograpic sources] Collection of datasources from paper: https://www.biorxiv.org/content/10.1101/2020.03.11.986836v1.full.pdf,bindingdb:50154292,bindingdb,50154292
Compound::bindingdb:50154937,[Bibliograpic sources] Collection of datasources from paper: https://www.biorxiv.org/content/10.1101/2020.03.11.986836v1.full.pdf,bindingdb:50154937,bindingdb,50154937
Compound::bindingdb:50155929,[Bibliograpic sources] Collection of datasources from paper: https://www.biorxiv.org/content/10.1101/2020.03.11.986836v1.full.pdf,bindingdb:50155929,bindingdb,50155929
Compound::bindingdb:50157605,[Bibliograpic sources] Collection of datasources from paper: https://www.biorxiv.org/content/10.1101/2020.03.11.986836v1.full.pdf,bindingdb:50157605,bindingdb,50157605
Compound::bindingdb:50166289,[Bibliograpic sources] Collection of datasources from paper: https://www.biorxiv.org/content/10.1101/2020.03.11.986836v1.full.pdf,bindingdb:50166289,bindingdb,50166289
Compound::bindingdb:50167071,[Bibliograpic sources] Collection of datasources from paper: https://www.biorxiv.org/content/10.1101/2020.03.11.986836v1.full.pdf,bindingdb:50167071,bindingdb,50167071
Compound::bindingdb:50172099,[Bibliograpic sources] Collection of datasources from paper: https://www.biorxiv.org/content/10.1101/2020.03.11.986836v1.full.pdf,bindingdb:50172099,bindingdb,50172099
Compound::bindingdb:50175305,[Bibliograpic sources] Collection of datasources from paper: https://www.biorxiv.org/content/10.1101/2020.03.11.986836v1.full.pdf,bindingdb:50175305,bindingdb,50175305
Compound::bindingdb:50175583,[Bibliograpic sources] Collection of datasources from paper: https://www.biorxiv.org/content/10.1101/2020.03.11.986836v1.full.pdf,bindingdb:50175583,bindingdb,50175583
Compound::bindingdb:50180655,[Bibliograpic sources] Collection of datasources from paper: https://www.biorxiv.org/content/10.1101/2020.03.11.986836v1.full.pdf,bindingdb:50180655,bindingdb,50180655
Compound::bindingdb:50185707,[Bibliograpic sources] Collection of datasources from paper: https://www.biorxiv.org/content/10.1101/2020.03.11.986836v1.full.pdf,bindingdb:50185707,bindingdb,50185707
Compound::bindingdb:50190109,[Bibliograpic sources] Collection of datasources from paper: https://www.biorxiv.org/content/10.1101/2020.03.11.986836v1.full.pdf,bindingdb:50190109,bindingdb,50190109
Compound::bindingdb:50191320,[Bibliograpic sources] Collection of datasources from paper: https://www.biorxiv.org/content/10.1101/2020.03.11.986836v1.full.pdf,bindingdb:50191320,bindingdb,50191320
Compound::bindingdb:50193104,[Bibliograpic sources] Collection of datasources from paper: https://www.biorxiv.org/content/10.1101/2020.03.11.986836v1.full.pdf,bindingdb:50193104,bindingdb,50193104
Compound::bindingdb:50193811,[Bibliograpic sources] Collection of datasources from paper: https://www.biorxiv.org/content/10.1101/2020.03.11.986836v1.full.pdf,bindingdb:50193811,bindingdb,50193811
Compound::bindingdb:50197062,[Bibliograpic sources] Collection of datasources from paper: https://www.biorxiv.org/content/10.1101/2020.03.11.986836v1.full.pdf,bindingdb:50197062,bindingdb,50197062
Compound::bindingdb:50197291,[Bibliograpic sources] Collection of datasources from paper: https://www.biorxiv.org/content/10.1101/2020.03.11.986836v1.full.pdf,bindingdb:50197291,bindingdb,50197291
Compound::bindingdb:50197883,[Bibliograpic sources] Collection of datasources from paper: https://www.biorxiv.org/content/10.1101/2020.03.11.986836v1.full.pdf,bindingdb:50197883,bindingdb,50197883
Compound::bindingdb:50198767,[Bibliograpic sources] Collection of datasources from paper: https://www.biorxiv.org/content/10.1101/2020.03.11.986836v1.full.pdf,bindingdb:50198767,bindingdb,50198767
Compound::bindingdb:50201619,[Bibliograpic sources] Collection of datasources from paper: https://www.biorxiv.org/content/10.1101/2020.03.11.986836v1.full.pdf,bindingdb:50201619,bindingdb,50201619
Compound::bindingdb:50205268,[Bibliograpic sources] Collection of datasources from paper: https://www.biorxiv.org/content/10.1101/2020.03.11.986836v1.full.pdf,bindingdb:50205268,bindingdb,50205268
Compound::bindingdb:50209223,[Bibliograpic sources] Collection of datasources from paper: https://www.biorxiv.org/content/10.1101/2020.03.11.986836v1.full.pdf,bindingdb:50209223,bindingdb,50209223
Compound::bindingdb:50212842,[Bibliograpic sources] Collection of datasources from paper: https://www.biorxiv.org/content/10.1101/2020.03.11.986836v1.full.pdf,bindingdb:50212842,bindingdb,50212842
Compound::bindingdb:50215393,[Bibliograpic sources] Collection of datasources from paper: https://www.biorxiv.org/content/10.1101/2020.03.11.986836v1.full.pdf,bindingdb:50215393,bindingdb,50215393
Compound::bindingdb:50215854,[Bibliograpic sources] Collection of datasources from paper: https://www.biorxiv.org/content/10.1101/2020.03.11.986836v1.full.pdf,bindingdb:50215854,bindingdb,50215854
Compound::bindingdb:50216218,[Bibliograpic sources] Collection of datasources from paper: https://www.biorxiv.org/content/10.1101/2020.03.11.986836v1.full.pdf,bindingdb:50216218,bindingdb,50216218
Compound::bindingdb:50218665,[Bibliograpic sources] Collection of datasources from paper: https://www.biorxiv.org/content/10.1101/2020.03.11.986836v1.full.pdf,bindingdb:50218665,bindingdb,50218665
Compound::bindingdb:50220736,[Bibliograpic sources] Collection of datasources from paper: https://www.biorxiv.org/content/10.1101/2020.03.11.986836v1.full.pdf,bindingdb:50220736,bindingdb,50220736
Compound::bindingdb:50222467,[Bibliograpic sources] Collection of datasources from paper: https://www.biorxiv.org/content/10.1101/2020.03.11.986836v1.full.pdf,bindingdb:50222467,bindingdb,50222467
Compound::bindingdb:50224809,[Bibliograpic sources] Collection of datasources from paper: https://www.biorxiv.org/content/10.1101/2020.03.11.986836v1.full.pdf,bindingdb:50224809,bindingdb,50224809
Compound::bindingdb:50225285,[Bibliograpic sources] Collection of datasources from paper: https://www.biorxiv.org/content/10.1101/2020.03.11.986836v1.full.pdf,bindingdb:50225285,bindingdb,50225285
Compound::bindingdb:50225293,[Bibliograpic sources] Collection of datasources from paper: https://www.biorxiv.org/content/10.1101/2020.03.11.986836v1.full.pdf,bindingdb:50225293,bindingdb,50225293
Compound::bindingdb:50225362,[Bibliograpic sources] Collection of datasources from paper: https://www.biorxiv.org/content/10.1101/2020.03.11.986836v1.full.pdf,bindingdb:50225362,bindingdb,50225362
Compound::bindingdb:50225477,[Bibliograpic sources] Collection of datasources from paper: https://www.biorxiv.org/content/10.1101/2020.03.11.986836v1.full.pdf,bindingdb:50225477,bindingdb,50225477
Compound::bindingdb:50225488,[Bibliograpic sources] Collection of datasources from paper: https://www.biorxiv.org/content/10.1101/2020.03.11.986836v1.full.pdf,bindingdb:50225488,bindingdb,50225488
Compound::bindingdb:50225492,[Bibliograpic sources] Collection of datasources from paper: https://www.biorxiv.org/content/10.1101/2020.03.11.986836v1.full.pdf,bindingdb:50225492,bindingdb,50225492
Compound::bindingdb:50225493,[Bibliograpic sources] Collection of datasources from paper: https://www.biorxiv.org/content/10.1101/2020.03.11.986836v1.full.pdf,bindingdb:50225493,bindingdb,50225493
Compound::bindingdb:50225499,[Bibliograpic sources] Collection of datasources from paper: https://www.biorxiv.org/content/10.1101/2020.03.11.986836v1.full.pdf,bindingdb:50225499,bindingdb,50225499
Compound::bindingdb:50225500,[Bibliograpic sources] Collection of datasources from paper: https://www.biorxiv.org/content/10.1101/2020.03.11.986836v1.full.pdf,bindingdb:50225500,bindingdb,50225500
Compound::bindingdb:50225508,[Bibliograpic sources] Collection of datasources from paper: https://www.biorxiv.org/content/10.1101/2020.03.11.986836v1.full.pdf,bindingdb:50225508,bindingdb,50225508
Compound::bindingdb:50225701,[Bibliograpic sources] Collection of datasources from paper: https://www.biorxiv.org/content/10.1101/2020.03.11.986836v1.full.pdf,bindingdb:50225701,bindingdb,50225701
Compound::bindingdb:50226186,[Bibliograpic sources] Collection of datasources from paper: https://www.biorxiv.org/content/10.1101/2020.03.11.986836v1.full.pdf,bindingdb:50226186,bindingdb,50226186
Compound::bindingdb:50226409,[Bibliograpic sources] Collection of datasources from paper: https://www.biorxiv.org/content/10.1101/2020.03.11.986836v1.full.pdf,bindingdb:50226409,bindingdb,50226409
Compound::bindingdb:50227239,[Bibliograpic sources] Collection of datasources from paper: https://www.biorxiv.org/content/10.1101/2020.03.11.986836v1.full.pdf,bindingdb:50227239,bindingdb,50227239
Compound::bindingdb:50228195,[Bibliograpic sources] Collection of datasources from paper: https://www.biorxiv.org/content/10.1101/2020.03.11.986836v1.full.pdf,bindingdb:50228195,bindingdb,50228195
Compound::bindingdb:50229504,[Bibliograpic sources] Collection of datasources from paper: https://www.biorxiv.org/content/10.1101/2020.03.11.986836v1.full.pdf,bindingdb:50229504,bindingdb,50229504
Compound::bindingdb:50230152,[Bibliograpic sources] Collection of datasources from paper: https://www.biorxiv.org/content/10.1101/2020.03.11.986836v1.full.pdf,bindingdb:50230152,bindingdb,50230152
Compound::bindingdb:50231237,[Bibliograpic sources] Collection of datasources from paper: https://www.biorxiv.org/content/10.1101/2020.03.11.986836v1.full.pdf,bindingdb:50231237,bindingdb,50231237
Compound::bindingdb:50231569,[Bibliograpic sources] Collection of datasources from paper: https://www.biorxiv.org/content/10.1101/2020.03.11.986836v1.full.pdf,bindingdb:50231569,bindingdb,50231569
Compound::bindingdb:50417944,[Bibliograpic sources] Collection of datasources from paper: https://www.biorxiv.org/content/10.1101/2020.03.11.986836v1.full.pdf,bindingdb:50417944,bindingdb,50417944
Compound::bindingdb:60928,[Bibliograpic sources] Collection of datasources from paper: https://www.biorxiv.org/content/10.1101/2020.03.11.986836v1.full.pdf,bindingdb:60928,bindingdb,60928
Compound::bindingdb:60994,[Bibliograpic sources] Collection of datasources from paper: https://www.biorxiv.org/content/10.1101/2020.03.11.986836v1.full.pdf,bindingdb:60994,bindingdb,60994
Compound::bindingdb:7108,[Bibliograpic sources] Collection of datasources from paper: https://www.biorxiv.org/content/10.1101/2020.03.11.986836v1.full.pdf,bindingdb:7108,bindingdb,7108
Compound::bindingdb:77088,[Bibliograpic sources] Collection of datasources from paper: https://www.biorxiv.org/content/10.1101/2020.03.11.986836v1.full.pdf,bindingdb:77088,bindingdb,77088
Compound::brenda:10041,[Bibliograpic sources] Collection of datasources from paper: https://www.biorxiv.org/content/10.1101/2020.03.11.986836v1.full.pdf,brenda:10041,brenda,10041
Compound::brenda:101260,[Bibliograpic sources] Collection of datasources from paper: https://www.biorxiv.org/content/10.1101/2020.03.11.986836v1.full.pdf,brenda:101260,brenda,101260
Compound::brenda:101803,[Bibliograpic sources] Collection of datasources from paper: https://www.biorxiv.org/content/10.1101/2020.03.11.986836v1.full.pdf,brenda:101803,brenda,101803
Compound::brenda:101819,[Bibliograpic sources] Collection of datasources from paper: https://www.biorxiv.org/content/10.1101/2020.03.11.986836v1.full.pdf,brenda:101819,brenda,101819
Compound::brenda:102188,[Bibliograpic sources] Collection of datasources from paper: https://www.biorxiv.org/content/10.1101/2020.03.11.986836v1.full.pdf,brenda:102188,brenda,102188
Compound::brenda:102382,[Bibliograpic sources] Collection of datasources from paper: https://www.biorxiv.org/content/10.1101/2020.03.11.986836v1.full.pdf,brenda:102382,brenda,102382
Compound::brenda:104600,[Bibliograpic sources] Collection of datasources from paper: https://www.biorxiv.org/content/10.1101/2020.03.11.986836v1.full.pdf,brenda:104600,brenda,104600
Compound::brenda:104806,[Bibliograpic sources] Collection of datasources from paper: https://www.biorxiv.org/content/10.1101/2020.03.11.986836v1.full.pdf,brenda:104806,brenda,104806
Compound::brenda:104978,[Bibliograpic sources] Collection of datasources from paper: https://www.biorxiv.org/content/10.1101/2020.03.11.986836v1.full.pdf,brenda:104978,brenda,104978
Compound::brenda:106426,[Bibliograpic sources] Collection of datasources from paper: https://www.biorxiv.org/content/10.1101/2020.03.11.986836v1.full.pdf,brenda:106426,brenda,106426
Compound::brenda:106652,[Bibliograpic sources] Collection of datasources from paper: https://www.biorxiv.org/content/10.1101/2020.03.11.986836v1.full.pdf,brenda:106652,brenda,106652
Compound::brenda:106683,[Bibliograpic sources] Collection of datasources from paper: https://www.biorxiv.org/content/10.1101/2020.03.11.986836v1.full.pdf,brenda:106683,brenda,106683
Compound::brenda:10702,[Bibliograpic sources] Collection of datasources from paper: https://www.biorxiv.org/content/10.1101/2020.03.11.986836v1.full.pdf,brenda:10702,brenda,10702
Compound::brenda:107353,[Bibliograpic sources] Collection of datasources from paper: https://www.biorxiv.org/content/10.1101/2020.03.11.986836v1.full.pdf,brenda:107353,brenda,107353
Compound::brenda:107404,[Bibliograpic sources] Collection of datasources from paper: https://www.biorxiv.org/content/10.1101/2020.03.11.986836v1.full.pdf,brenda:107404,brenda,107404
Compound::brenda:107533,[Bibliograpic sources] Collection of datasources from paper: https://www.biorxiv.org/content/10.1101/2020.03.11.986836v1.full.pdf,brenda:107533,brenda,107533
Compound::brenda:107542,[Bibliograpic sources] Collection of datasources from paper: https://www.biorxiv.org/content/10.1101/2020.03.11.986836v1.full.pdf,brenda:107542,brenda,107542
Compound::brenda:107845,[Bibliograpic sources] Collection of datasources from paper: https://www.biorxiv.org/content/10.1101/2020.03.11.986836v1.full.pdf,brenda:107845,brenda,107845
Compound::brenda:108760,[Bibliograpic sources] Collection of datasources from paper: https://www.biorxiv.org/content/10.1101/2020.03.11.986836v1.full.pdf,brenda:108760,brenda,108760
Compound::brenda:108761,[Bibliograpic sources] Collection of datasources from paper: https://www.biorxiv.org/content/10.1101/2020.03.11.986836v1.full.pdf,brenda:108761,brenda,108761
Compound::brenda:109805,[Bibliograpic sources] Collection of datasources from paper: https://www.biorxiv.org/content/10.1101/2020.03.11.986836v1.full.pdf,brenda:109805,brenda,109805
Compound::brenda:10999,[Bibliograpic sources] Collection of datasources from paper: https://www.biorxiv.org/content/10.1101/2020.03.11.986836v1.full.pdf,brenda:10999,brenda,10999
Compound::brenda:110611,[Bibliograpic sources] Collection of datasources from paper: https://www.biorxiv.org/content/10.1101/2020.03.11.986836v1.full.pdf,brenda:110611,brenda,110611
Compound::brenda:110888,[Bibliograpic sources] Collection of datasources from paper: https://www.biorxiv.org/content/10.1101/2020.03.11.986836v1.full.pdf,brenda:110888,brenda,110888
Compound::brenda:111657,[Bibliograpic sources] Collection of datasources from paper: https://www.biorxiv.org/content/10.1101/2020.03.11.986836v1.full.pdf,brenda:111657,brenda,111657
Compound::brenda:112739,[Bibliograpic sources] Collection of datasources from paper: https://www.biorxiv.org/content/10.1101/2020.03.11.986836v1.full.pdf,brenda:112739,brenda,112739
Compound::brenda:114843,[Bibliograpic sources] Collection of datasources from paper: https://www.biorxiv.org/content/10.1101/2020.03.11.986836v1.full.pdf,brenda:114843,brenda,114843
Compound::brenda:114994,[Bibliograpic sources] Collection of datasources from paper: https://www.biorxiv.org/content/10.1101/2020.03.11.986836v1.full.pdf,brenda:114994,brenda,114994
Compound::brenda:115319,[Bibliograpic sources] Collection of datasources from paper: https://www.biorxiv.org/content/10.1101/2020.03.11.986836v1.full.pdf,brenda:115319,brenda,115319
Compound::brenda:11543,[Bibliograpic sources] Collection of datasources from paper: https://www.biorxiv.org/content/10.1101/2020.03.11.986836v1.full.pdf,brenda:11543,brenda,11543
Compound::brenda:116099,[Bibliograpic sources] Collection of datasources from paper: https://www.biorxiv.org/content/10.1101/2020.03.11.986836v1.full.pdf,brenda:116099,brenda,116099
Compound::brenda:117278,[Bibliograpic sources] Collection of datasources from paper: https://www.biorxiv.org/content/10.1101/2020.03.11.986836v1.full.pdf,brenda:117278,brenda,117278
Compound::brenda:117585,[Bibliograpic sources] Collection of datasources from paper: https://www.biorxiv.org/content/10.1101/2020.03.11.986836v1.full.pdf,brenda:117585,brenda,117585
Compound::brenda:118200,[Bibliograpic sources] Collection of datasources from paper: https://www.biorxiv.org/content/10.1101/2020.03.11.986836v1.full.pdf,brenda:118200,brenda,118200
Compound::brenda:118439,[Bibliograpic sources] Collection of datasources from paper: https://www.biorxiv.org/content/10.1101/2020.03.11.986836v1.full.pdf,brenda:118439,brenda,118439
Compound::brenda:118501,[Bibliograpic sources] Collection of datasources from paper: https://www.biorxiv.org/content/10.1101/2020.03.11.986836v1.full.pdf,brenda:118501,brenda,118501
Compound::brenda:118502,[Bibliograpic sources] Collection of datasources from paper: https://www.biorxiv.org/content/10.1101/2020.03.11.986836v1.full.pdf,brenda:118502,brenda,118502
Compound::brenda:119042,[Bibliograpic sources] Collection of datasources from paper: https://www.biorxiv.org/content/10.1101/2020.03.11.986836v1.full.pdf,brenda:119042,brenda,119042
Compound::brenda:119279,[Bibliograpic sources] Collection of datasources from paper: https://www.biorxiv.org/content/10.1101/2020.03.11.986836v1.full.pdf,brenda:119279,brenda,119279
Compound::brenda:12003,[Bibliograpic sources] Collection of datasources from paper: https://www.biorxiv.org/content/10.1101/2020.03.11.986836v1.full.pdf,brenda:12003,brenda,12003
Compound::brenda:122663,[Bibliograpic sources] Collection of datasources from paper: https://www.biorxiv.org/content/10.1101/2020.03.11.986836v1.full.pdf,brenda:122663,brenda,122663
Compound::brenda:12270,[Bibliograpic sources] Collection of datasources from paper: https://www.biorxiv.org/content/10.1101/2020.03.11.986836v1.full.pdf,brenda:12270,brenda,12270
Compound::brenda:122776,[Bibliograpic sources] Collection of datasources from paper: https://www.biorxiv.org/content/10.1101/2020.03.11.986836v1.full.pdf,brenda:122776,brenda,122776
Compound::brenda:122856,[Bibliograpic sources] Collection of datasources from paper: https://www.biorxiv.org/content/10.1101/2020.03.11.986836v1.full.pdf,brenda:122856,brenda,122856
Compound::brenda:122857,[Bibliograpic sources] Collection of datasources from paper: https://www.biorxiv.org/content/10.1101/2020.03.11.986836v1.full.pdf,brenda:122857,brenda,122857
Compound::brenda:122871,[Bibliograpic sources] Collection of datasources from paper: https://www.biorxiv.org/content/10.1101/2020.03.11.986836v1.full.pdf,brenda:122871,brenda,122871
Compound::brenda:122876,[Bibliograpic sources] Collection of datasources from paper: https://www.biorxiv.org/content/10.1101/2020.03.11.986836v1.full.pdf,brenda:122876,brenda,122876
Compound::brenda:12356,[Bibliograpic sources] Collection of datasources from paper: https://www.biorxiv.org/content/10.1101/2020.03.11.986836v1.full.pdf,brenda:12356,brenda,12356
Compound::brenda:12389,[Bibliograpic sources] Collection of datasources from paper: https://www.biorxiv.org/content/10.1101/2020.03.11.986836v1.full.pdf,brenda:12389,brenda,12389
Compound::brenda:124393,[Bibliograpic sources] Collection of datasources from paper: https://www.biorxiv.org/content/10.1101/2020.03.11.986836v1.full.pdf,brenda:124393,brenda,124393
Compound::brenda:125023,[Bibliograpic sources] Collection of datasources from paper: https://www.biorxiv.org/content/10.1101/2020.03.11.986836v1.full.pdf,brenda:125023,brenda,125023
Compound::brenda:125054,[Bibliograpic sources] Collection of datasources from paper: https://www.biorxiv.org/content/10.1101/2020.03.11.986836v1.full.pdf,brenda:125054,brenda,125054
Compound::brenda:125163,[Bibliograpic sources] Collection of datasources from paper: https://www.biorxiv.org/content/10.1101/2020.03.11.986836v1.full.pdf,brenda:125163,brenda,125163
Compound::brenda:125773,[Bibliograpic sources] Collection of datasources from paper: https://www.biorxiv.org/content/10.1101/2020.03.11.986836v1.full.pdf,brenda:125773,brenda,125773
Compound::brenda:12703,[Bibliograpic sources] Collection of datasources from paper: https://www.biorxiv.org/content/10.1101/2020.03.11.986836v1.full.pdf,brenda:12703,brenda,12703
Compound::brenda:127381,[Bibliograpic sources] Collection of datasources from paper: https://www.biorxiv.org/content/10.1101/2020.03.11.986836v1.full.pdf,brenda:127381,brenda,127381
Compound::brenda:127428,[Bibliograpic sources] Collection of datasources from paper: https://www.biorxiv.org/content/10.1101/2020.03.11.986836v1.full.pdf,brenda:127428,brenda,127428
Compound::brenda:127452,[Bibliograpic sources] Collection of datasources from paper: https://www.biorxiv.org/content/10.1101/2020.03.11.986836v1.full.pdf,brenda:127452,brenda,127452
Compound::brenda:127498,[Bibliograpic sources] Collection of datasources from paper: https://www.biorxiv.org/content/10.1101/2020.03.11.986836v1.full.pdf,brenda:127498,brenda,127498
Compound::brenda:127502,[Bibliograpic sources] Collection of datasources from paper: https://www.biorxiv.org/content/10.1101/2020.03.11.986836v1.full.pdf,brenda:127502,brenda,127502
Compound::brenda:127532,[Bibliograpic sources] Collection of datasources from paper: https://www.biorxiv.org/content/10.1101/2020.03.11.986836v1.full.pdf,brenda:127532,brenda,127532
Compound::brenda:127593,[Bibliograpic sources] Collection of datasources from paper: https://www.biorxiv.org/content/10.1101/2020.03.11.986836v1.full.pdf,brenda:127593,brenda,127593
Compound::brenda:128375,[Bibliograpic sources] Collection of datasources from paper: https://www.biorxiv.org/content/10.1101/2020.03.11.986836v1.full.pdf,brenda:128375,brenda,128375
Compound::brenda:128839,[Bibliograpic sources] Collection of datasources from paper: https://www.biorxiv.org/content/10.1101/2020.03.11.986836v1.full.pdf,brenda:128839,brenda,128839
Compound::brenda:129152,[Bibliograpic sources] Collection of datasources from paper: https://www.biorxiv.org/content/10.1101/2020.03.11.986836v1.full.pdf,brenda:129152,brenda,129152
Compound::brenda:129219,[Bibliograpic sources] Collection of datasources from paper: https://www.biorxiv.org/content/10.1101/2020.03.11.986836v1.full.pdf,brenda:129219,brenda,129219
Compound::brenda:129220,[Bibliograpic sources] Collection of datasources from paper: https://www.biorxiv.org/content/10.1101/2020.03.11.986836v1.full.pdf,brenda:129220,brenda,129220
Compound::brenda:129224,[Bibliograpic sources] Collection of datasources from paper: https://www.biorxiv.org/content/10.1101/2020.03.11.986836v1.full.pdf,brenda:129224,brenda,129224
Compound::brenda:129225,[Bibliograpic sources] Collection of datasources from paper: https://www.biorxiv.org/content/10.1101/2020.03.11.986836v1.full.pdf,brenda:129225,brenda,129225
Compound::brenda:129226,[Bibliograpic sources] Collection of datasources from paper: https://www.biorxiv.org/content/10.1101/2020.03.11.986836v1.full.pdf,brenda:129226,brenda,129226
Compound::brenda:129227,[Bibliograpic sources] Collection of datasources from paper: https://www.biorxiv.org/content/10.1101/2020.03.11.986836v1.full.pdf,brenda:129227,brenda,129227
Compound::brenda:129229,[Bibliograpic sources] Collection of datasources from paper: https://www.biorxiv.org/content/10.1101/2020.03.11.986836v1.full.pdf,brenda:129229,brenda,129229
Compound::brenda:129285,[Bibliograpic sources] Collection of datasources from paper: https://www.biorxiv.org/content/10.1101/2020.03.11.986836v1.full.pdf,brenda:129285,brenda,129285
Compound::brenda:129428,[Bibliograpic sources] Collection of datasources from paper: https://www.biorxiv.org/content/10.1101/2020.03.11.986836v1.full.pdf,brenda:129428,brenda,129428
Compound::brenda:129580,[Bibliograpic sources] Collection of datasources from paper: https://www.biorxiv.org/content/10.1101/2020.03.11.986836v1.full.pdf,brenda:129580,brenda,129580
Compound::brenda:129581,[Bibliograpic sources] Collection of datasources from paper: https://www.biorxiv.org/content/10.1101/2020.03.11.986836v1.full.pdf,brenda:129581,brenda,129581
Compound::brenda:129638,[Bibliograpic sources] Collection of datasources from paper: https://www.biorxiv.org/content/10.1101/2020.03.11.986836v1.full.pdf,brenda:129638,brenda,129638
Compound::brenda:129706,[Bibliograpic sources] Collection of datasources from paper: https://www.biorxiv.org/content/10.1101/2020.03.11.986836v1.full.pdf,brenda:129706,brenda,129706
Compound::brenda:130085,[Bibliograpic sources] Collection of datasources from paper: https://www.biorxiv.org/content/10.1101/2020.03.11.986836v1.full.pdf,brenda:130085,brenda,130085
Compound::brenda:130299,[Bibliograpic sources] Collection of datasources from paper: https://www.biorxiv.org/content/10.1101/2020.03.11.986836v1.full.pdf,brenda:130299,brenda,130299
